Country,Singapore,Singapore,Singapore,Singapore,Singapore,Thailand,Thailand,Thailand,Thailand,Thailand
Made On Date,Gross Reservations,Gross Reservations with Vouchers,Merchants,Reservations with 30%+ Discounts,Same day Dining Bookings,Gross Reservations,Gross Reservations with Vouchers,Merchants,Reservations with 30%+ Discounts,Same day Dining Bookings
08-06-2016,633,81,131,590,363,734,54,203,641,369
09-06-2016,671,75,128,619,360,810,90,199,706,419
10-06-2016,697,85,136,616,412,907,75,216,760,471
11-06-2016,624,61,126,551,416,889,35,239,752,564
12-06-2016,574,33,132,514,398,822,35,216,705,549
13-06-2016,566,21,118,522,301,724,14,198,637,369
14-06-2016,628,27,131,582,360,708,16,210,615,361
15-06-2016,608,25,124,548,355,707,13,201,611,419
16-06-2016,661,14,138,603,358,688,12,198,610,371
17-06-2016,671,19,136,569,434,942,119,219,839,485
18-06-2016,1198,781,145,1063,514,1451,603,266,1242,781
19-06-2016,1250,898,150,1112,391,1330,622,264,1166,690
20-06-2016,595,17,123,553,345,616,4,191,553,326
21-06-2016,572,19,122,537,320,633,6,186,556,300
22-06-2016,650,21,137,593,367,662,4,195,590,334
23-06-2016,748,30,132,679,433,835,5,216,741,426
24-06-2016,760,21,140,654,459,927,8,234,788,517
25-06-2016,1458,922,152,1300,739,1461,606,275,1290,784
26-06-2016,1376,916,150,1248,605,1357,590,269,1201,725
27-06-2016,1018,627,148,936,447,770,247,235,688,355
28-06-2016,1184,780,149,1097,413,1036,440,232,937,416
29-06-2016,582,12,130,521,308,678,2,205,595,343
30-06-2016,584,0,133,537,357,802,5,223,696,419
01-07-2016,754,0,143,651,463,1066,0,234,914,539
02-07-2016,789,0,142,667,539,1071,1,252,936,651
03-07-2016,861,0,145,758,524,982,0,249,827,657
04-07-2016,691,0,134,636,427,682,0,202,588,335
05-07-2016,550,0,118,482,268,718,0,213,640,378
06-07-2016,755,0,138,671,453,784,58,230,664,408
07-07-2016,691,0,142,635,388,815,33,234,715,368
08-07-2016,773,0,135,678,467,1080,34,246,956,557
09-07-2016,804,0,146,699,574,1128,36,273,956,668
10-07-2016,761,0,140,663,559,994,16,261,896,681
11-07-2016,640,1,139,583,371,775,14,210,693,394
12-07-2016,642,0,141,586,372,836,11,214,748,361
13-07-2016,751,0,138,682,406,787,10,218,685,384
14-07-2016,730,0,135,659,428,826,16,232,731,441
15-07-2016,779,0,144,677,494,1049,14,257,903,574
16-07-2016,1508,824,158,1316,795,1686,781,294,1490,831
17-07-2016,1267,718,153,1151,595,1216,446,274,1050,676
18-07-2016,569,2,123,523,320,1145,432,275,1012,594
19-07-2016,666,0,135,608,391,1486,738,297,1352,666
20-07-2016,664,0,131,612,363,787,9,228,697,404
21-07-2016,689,0,143,622,393,1052,14,235,956,435
22-07-2016,822,0,142,707,524,1119,10,257,968,591
23-07-2016,823,0,138,693,593,1260,5,284,1082,775
24-07-2016,816,0,139,724,578,1167,5,275,1007,757
25-07-2016,649,0,121,593,377,890,1,237,805,474
26-07-2016,647,0,137,577,374,934,5,246,832,461
27-07-2016,705,0,143,633,409,989,7,257,851,480
28-07-2016,740,0,145,663,435,996,8,243,864,497
29-07-2016,801,0,161,694,516,1076,11,262,928,625
30-07-2016,2324,1654,170,2077,1048,2128,999,334,1876,1043
31-07-2016,2063,1528,172,1889,705,1979,1050,335,1756,888
01-08-2016,709,1,152,654,362,877,3,236,792,432
02-08-2016,672,0,150,626,383,1019,0,251,898,482
03-08-2016,752,43,150,682,432,945,0,252,801,500
04-08-2016,727,31,151,642,433,1029,45,266,902,524
05-08-2016,790,24,156,693,505,1339,43,278,1155,727
06-08-2016,894,18,160,762,657,1378,31,294,1145,864
07-08-2016,826,6,149,722,583,1238,22,292,1055,803
08-08-2016,676,9,122,596,355,921,9,246,826,475
09-08-2016,643,7,145,577,414,1066,12,261,946,513
10-08-2016,639,6,147,584,391,1023,12,272,894,497
11-08-2016,658,1,147,598,349,1169,17,289,1048,590
12-08-2016,835,10,156,730,530,1321,228,278,1172,618
13-08-2016,1131,295,163,963,725,1163,175,295,991,664
14-08-2016,1026,312,164,914,608,951,3,276,805,594
15-08-2016,545,24,141,506,299,852,1,230,754,491
16-08-2016,562,11,141,527,328,932,9,257,821,464
17-08-2016,696,11,146,637,370,835,1,250,755,440
18-08-2016,740,8,156,658,453,915,7,258,812,459
19-08-2016,868,4,157,769,546,1081,6,292,918,630
20-08-2016,898,5,158,770,673,1281,5,287,1099,805
21-08-2016,767,5,160,660,585,1128,10,299,951,818
22-08-2016,616,6,140,565,354,846,3,244,751,452
23-08-2016,648,5,142,600,400,962,3,262,860,528
24-08-2016,663,3,146,607,401,915,2,274,800,515
25-08-2016,705,5,158,626,426,933,4,263,819,519
26-08-2016,877,2,164,785,577,1275,7,288,1090,706
27-08-2016,1883,1143,183,1661,965,2786,1617,358,2456,1238
28-08-2016,2396,1764,191,2205,871,2572,1586,337,2285,1119
29-08-2016,1077,587,180,1011,455,859,7,240,757,513
30-08-2016,669,6,148,619,413,884,3,263,776,494
31-08-2016,700,1,164,641,400,900,9,244,808,526
01-09-2016,740,0,158,687,452,908,0,258,794,523
02-09-2016,919,0,168,828,600,1168,0,283,1020,665
03-09-2016,947,1,169,817,661,1315,2,300,1138,849
04-09-2016,835,1,164,728,599,1167,0,298,975,832
05-09-2016,658,1,154,625,381,886,0,256,786,523
06-09-2016,667,1,149,614,418,905,0,244,798,495
07-09-2016,737,0,154,666,422,957,0,269,854,521
08-09-2016,812,11,168,737,494,939,7,252,803,528
09-09-2016,833,7,169,752,564,1157,1,271,1007,660
10-09-2016,800,3,158,686,583,1405,5,323,1209,901
11-09-2016,636,3,141,572,398,1191,7,294,1040,858
12-09-2016,665,1,145,608,445,910,3,257,810,500
13-09-2016,600,2,146,539,360,956,1,269,864,497
14-09-2016,619,2,153,564,320,1021,2,267,882,562
15-09-2016,707,3,153,638,409,998,2,269,880,529
16-09-2016,789,1,161,711,512,1281,0,303,1107,752
17-09-2016,1338,489,163,1213,749,2130,578,323,1893,1094
18-09-2016,765,1,155,697,570,1220,3,289,1064,850
19-09-2016,610,1,137,568,352,849,4,254,765,474
20-09-2016,705,1,149,645,417,871,0,265,775,471
21-09-2016,701,2,152,628,408,875,4,260,771,487
22-09-2016,736,3,159,665,422,912,3,261,791,508
23-09-2016,855,3,164,770,517,1142,2,303,975,652
24-09-2016,2823,2171,184,2598,1031,2743,1601,366,2472,1113
25-09-2016,836,1,152,733,594,1224,4,308,1048,871
26-09-2016,611,1,144,553,364,797,2,236,721,436
27-09-2016,656,2,147,595,383,895,0,256,784,537
28-09-2016,710,5,151,650,421,920,0,267,792,553
29-09-2016,1781,1222,186,1625,689,1575,699,307,1428,648
30-09-2016,1804,1207,189,1632,704,1924,892,339,1731,794
01-10-2016,1819,1172,184,1585,935,1984,877,344,1743,983
02-10-2016,766,1,155,657,559,1072,0,275,927,780
03-10-2016,752,156,163,695,416,771,0,244,693,434
04-10-2016,686,55,160,632,403,849,0,251,764,463
05-10-2016,776,62,160,702,453,855,0,261,751,482
06-10-2016,901,145,171,822,515,893,17,259,817,453
07-10-2016,984,177,166,857,626,1243,13,299,1079,670
08-10-2016,1087,175,169,917,791,1310,9,312,1131,895
09-10-2016,920,136,158,810,653,1202,7,301,1027,857
10-10-2016,733,86,160,671,417,937,2,266,820,584
11-10-2016,666,72,155,611,396,985,2,267,882,512
12-10-2016,839,99,167,748,517,954,2,279,824,566
13-10-2016,761,78,160,671,461,743,0,239,670,413
14-10-2016,1022,105,173,889,642,1094,0,294,965,717
15-10-2016,1503,448,184,1330,847,1341,2,328,1181,916
16-10-2016,1221,372,177,1103,678,1164,0,301,1000,889
17-10-2016,689,55,147,627,410,788,0,235,700,466
18-10-2016,796,78,162,726,490,832,1,256,750,511
19-10-2016,778,66,160,719,456,852,1,259,762,527
20-10-2016,850,42,173,775,514,893,3,264,791,497
21-10-2016,967,79,174,845,642,1107,0,289,981,677
22-10-2016,1031,41,171,899,734,1495,345,328,1341,874
23-10-2016,927,26,167,815,672,1383,515,329,1255,735
24-10-2016,751,7,161,688,442,2048,1185,337,1920,689
25-10-2016,731,9,160,675,431,905,1,248,807,545
26-10-2016,805,6,165,730,467,930,7,274,834,554
27-10-2016,767,9,164,692,493,965,1,275,868,565
28-10-2016,723,4,147,625,405,1229,4,304,1065,730
29-10-2016,2012,1447,188,1814,709,2700,1586,373,2391,1288
30-10-2016,2201,1523,195,1969,920,2447,1482,359,2192,1139
31-10-2016,1677,1055,194,1558,775,1887,1147,334,1725,682
01-11-2016,770,0,167,704,465,830,3,259,720,488
02-11-2016,826,0,166,750,477,937,0,279,838,563
03-11-2016,1038,244,179,931,527,1010,10,283,895,592
04-11-2016,1130,257,180,971,702,1270,11,308,1121,732
05-11-2016,1131,249,182,955,791,1557,4,342,1333,1079
06-11-2016,1031,190,170,889,734,1288,6,322,1106,954
07-11-2016,807,139,158,724,473,857,4,268,756,519
08-11-2016,923,157,174,824,555,978,1,288,883,601
09-11-2016,840,132,166,739,517,948,2,283,845,568
10-11-2016,919,3,172,842,587,1032,1,280,908,574
11-11-2016,1553,681,187,1346,836,1276,5,311,1099,804
12-11-2016,1613,569,186,1398,977,2072,503,343,1821,1191
13-11-2016,1804,885,183,1591,867,1596,283,337,1425,1038
14-11-2016,904,1,167,832,548,1268,320,266,1155,631
15-11-2016,863,0,172,772,533,990,0,294,890,578
16-11-2016,870,0,160,770,524,1003,0,293,907,611
17-11-2016,939,0,172,851,584,996,3,277,859,576
18-11-2016,1078,0,177,926,710,1274,1,312,1121,767
19-11-2016,1235,0,181,1064,867,1438,0,349,1229,1025
20-11-2016,1169,0,168,1018,855,1398,2,324,1202,1060
21-11-2016,846,0,167,769,516,981,0,273,886,571
22-11-2016,964,0,178,883,604,955,1,279,865,552
23-11-2016,1044,0,187,934,615,1068,1,295,953,608
24-11-2016,1039,0,179,926,606,1139,2,292,1011,671
25-11-2016,1137,0,186,981,735,1368,1,327,1204,814
26-11-2016,2617,1034,210,2277,1331,3073,1255,403,2741,1399
27-11-2016,2240,875,207,2025,1034,2900,1274,382,2574,1261
28-11-2016,869,0,181,784,504,1030,1,278,914,604
29-11-2016,925,1,170,818,549,1059,0,291,945,619
30-11-2016,976,0,181,871,599,1040,0,295,919,633
01-12-2016,1264,0,200,1117,693,1388,0,314,1235,650
02-12-2016,1433,0,205,1216,884,1481,0,325,1303,815
03-12-2016,1516,0,197,1323,993,1647,0,353,1434,954
04-12-2016,1356,0,187,1197,904,1657,0,344,1436,1052
05-12-2016,1145,1,188,1047,626,1167,0,293,1049,739
06-12-2016,1305,0,189,1172,714,1086,0,290,977,566
07-12-2016,1268,1,197,1142,707,1113,0,309,1007,632
08-12-2016,1237,1,188,1104,698,1163,38,306,1044,629
09-12-2016,1387,0,191,1211,827,1348,27,320,1179,795
10-12-2016,1611,0,196,1374,1053,1298,13,311,1153,776
11-12-2016,1601,0,192,1391,964,1224,9,325,1095,729
12-12-2016,1338,0,197,1208,708,1068,5,291,947,671
13-12-2016,1452,0,198,1303,740,1230,11,314,1103,610
14-12-2016,1429,0,198,1240,799,1111,4,305,995,593
15-12-2016,1497,0,199,1343,783,1136,8,296,1016,581
16-12-2016,1546,0,203,1338,911,1420,7,325,1249,778
17-12-2016,1730,1,204,1485,1097,1705,4,355,1480,1080
18-12-2016,1671,2,195,1417,1034,1583,10,341,1364,1035
19-12-2016,1507,0,198,1328,800,1249,3,293,1141,656
20-12-2016,1686,0,203,1494,883,1308,3,310,1169,679
21-12-2016,1540,2,203,1349,864,1397,2,326,1233,753
22-12-2016,1603,0,208,1407,953,1355,2,329,1197,721
23-12-2016,1541,0,206,1313,1054,1440,5,342,1228,826
24-12-2016,857,0,133,723,462,1532,8,343,1307,888
25-12-2016,826,0,145,721,380,1473,0,341,1255,879
26-12-2016,1045,0,162,919,453,1369,6,304,1213,734
27-12-2016,1739,0,204,1535,907,1541,1,329,1368,842
28-12-2016,1910,0,214,1678,1066,1591,4,332,1386,886
29-12-2016,1759,0,209,1548,1061,1614,1,340,1389,928
30-12-2016,1680,0,206,1409,1267,1520,1,328,1279,1004
31-12-2016,812,0,116,707,569,1059,3,265,890,642
01-01-2017,1041,0,162,955,477,1268,0,305,1131,652
02-01-2017,1093,0,170,1023,562,1443,0,321,1309,843
03-01-2017,1325,0,199,1185,726,1316,0,301,1169,834
04-01-2017,1341,0,202,1224,710,1234,0,302,1113,679
05-01-2017,1400,0,199,1223,727,1258,0,308,1104,670
06-01-2017,1480,0,207,1273,888,1501,0,330,1333,884
07-01-2017,1673,0,215,1437,1095,1590,0,347,1377,1020
08-01-2017,1419,0,197,1220,945,1539,0,333,1317,1087
09-01-2017,1161,0,185,1055,652,1023,0,280,920,576
10-01-2017,1245,0,188,1109,713,1228,0,305,1098,684
11-01-2017,1375,0,203,1207,777,1208,0,304,1068,667
12-01-2017,1455,2,194,1258,833,1269,32,312,1116,699
13-01-2017,1541,0,208,1266,912,1569,32,333,1343,967
14-01-2017,1791,0,212,1537,1182,1787,37,361,1501,1163
15-01-2017,1609,0,195,1376,1054,1547,19,325,1284,1056
16-01-2017,1255,0,194,1131,687,1202,5,291,1073,691
17-01-2017,1377,0,199,1207,766,1247,11,295,1110,688
18-01-2017,1365,0,207,1211,762,1160,8,298,1033,672
19-01-2017,1297,0,209,1141,741,1129,9,304,1001,615
20-01-2017,1358,0,203,1157,828,1521,11,334,1301,913
21-01-2017,1621,0,211,1384,1072,1833,13,357,1527,1169
22-01-2017,1442,0,206,1250,990,1556,12,336,1321,1096
23-01-2017,1218,0,196,1091,707,1194,5,297,1053,663
24-01-2017,1156,0,196,1025,698,1262,6,322,1122,710
25-01-2017,1152,0,197,1028,732,1160,6,307,1021,708
26-01-2017,1039,0,198,912,746,1268,2,315,1097,700
27-01-2017,485,0,129,413,208,1438,4,319,1246,853
28-01-2017,406,0,108,378,171,1707,3,351,1434,1086
29-01-2017,506,0,118,451,211,1552,5,353,1314,1099
30-01-2017,756,0,154,668,362,1386,4,331,1212,815
31-01-2017,1361,0,206,1227,931,1287,6,324,1113,782
01-02-2017,1036,0,192,918,578,1278,0,307,1119,710
02-02-2017,1073,0,199,940,617,1281,0,333,1120,714
03-02-2017,1206,0,200,1040,778,1437,0,336,1250,897
04-02-2017,1142,0,196,990,772,1710,0,367,1451,1198
05-02-2017,1170,0,203,1043,782,1641,0,355,1378,1220
06-02-2017,1014,0,203,923,516,1113,0,291,997,627
07-02-2017,1099,0,191,985,579,1105,0,295,952,648
08-02-2017,1117,5,211,1004,597,1174,16,304,1025,639
09-02-2017,1122,105,206,988,571,1169,32,293,1020,617
10-02-2017,1291,55,208,1103,761,1415,42,345,1235,814
11-02-2017,1967,828,222,1692,1106,2430,981,369,2136,1161
12-02-2017,2366,1258,226,2105,1152,3136,1714,388,2788,1266
13-02-2017,1417,37,216,1235,683,1748,30,328,1483,1096
14-02-2017,1499,41,205,1259,1068,1625,17,335,1240,1227
15-02-2017,1124,21,194,1004,636,1069,7,282,926,680
16-02-2017,1243,29,199,1078,678,1091,14,306,960,617
17-02-2017,1263,21,208,1081,805,1256,13,313,1083,780
18-02-2017,2620,1389,233,2249,1509,2234,1020,366,1916,1244
19-02-2017,2236,1194,226,1970,1201,2452,1256,383,2132,1227
20-02-2017,1034,7,199,925,601,952,4,266,839,588
21-02-2017,1153,5,198,1025,663,1076,6,288,952,651
22-02-2017,1196,8,212,1047,716,1073,16,304,931,662
23-02-2017,1153,3,208,1008,671,1154,29,309,984,716
24-02-2017,1393,5,228,1170,902,1255,23,327,1066,835
25-02-2017,2307,1078,229,1980,1379,2093,825,368,1798,1260
26-02-2017,2132,1127,232,1888,1206,2180,1004,359,1900,1272
27-02-2017,1149,59,202,1021,642,975,18,276,840,619
28-02-2017,1265,54,207,1116,733,1100,36,310,975,710
01-03-2017,1213,46,205,1087,728,1110,47,294,962,706
02-03-2017,1308,49,213,1138,743,1146,45,314,993,681
03-03-2017,1467,67,223,1232,876,1429,57,324,1190,957
04-03-2017,1678,78,222,1445,1176,1616,67,363,1367,1136
05-03-2017,1466,105,208,1239,1026,1841,570,354,1585,1226
06-03-2017,1201,65,211,1096,630,949,58,269,835,605
07-03-2017,1293,79,200,1169,716,1070,30,310,926,677
08-03-2017,1254,86,196,1104,726,1059,35,300,921,648
09-03-2017,1343,115,206,1199,760,1137,63,306,988,685
10-03-2017,2193,1049,241,1917,1146,1718,503,351,1490,952
11-03-2017,1644,34,220,1387,1181,1546,60,353,1285,1130
12-03-2017,1465,31,207,1248,1065,1501,61,351,1249,1172
13-03-2017,1960,994,226,1781,865,1296,350,318,1116,691
14-03-2017,1240,57,210,1129,755,1067,63,280,947,672
15-03-2017,1335,64,209,1186,769,1106,47,297,972,694
16-03-2017,1333,57,214,1174,814,1090,37,299,940,663
17-03-2017,1924,700,232,1672,1091,1380,73,330,1173,921
18-03-2017,1469,70,222,1205,1091,1674,73,350,1442,1183
19-03-2017,1288,50,208,1123,963,1476,84,331,1215,1128
20-03-2017,1025,31,195,929,576,1139,71,282,1032,707
21-03-2017,1126,56,217,1016,641,1179,49,293,1041,690
22-03-2017,1318,185,206,1170,756,1359,297,321,1193,766
23-03-2017,1340,161,212,1213,759,1135,44,305,975,674
24-03-2017,1493,170,212,1270,937,1431,66,337,1242,911
25-03-2017,2141,861,227,1870,1310,2263,881,380,1951,1377
26-03-2017,1784,621,219,1543,1163,2101,858,370,1817,1285
27-03-2017,1136,144,203,1025,642,1046,66,306,913,643
28-03-2017,1465,569,215,1308,733,1338,354,318,1182,718
29-03-2017,1700,922,213,1491,893,1644,749,338,1429,875
30-03-2017,1369,126,199,1224,696,1285,41,312,1119,741
31-03-2017,1499,85,233,1284,935,1379,59,334,1166,861
01-04-2017,1531,0,239,1296,1048,1580,0,337,1353,1078
02-04-2017,1503,0,229,1289,1022,1497,0,374,1266,1102
03-04-2017,1158,0,205,1041,651,1090,0,299,962,650
04-04-2017,1350,162,214,1209,717,1170,0,312,1044,656
05-04-2017,1263,47,211,1139,661,1357,0,318,1197,776
06-04-2017,1472,180,236,1292,752,2355,846,384,2131,1224
07-04-2017,1580,143,238,1334,959,1448,126,327,1267,849
08-04-2017,1827,172,235,1531,1294,1779,160,378,1531,1139
09-04-2017,2029,772,230,1749,1211,1607,139,351,1406,1097
10-04-2017,1259,153,228,1136,689,1298,120,316,1147,699
11-04-2017,1403,175,230,1244,732,1539,94,308,1351,854
12-04-2017,1230,148,228,1089,736,1594,134,335,1406,957
13-04-2017,1371,247,219,1206,754,2212,971,358,2018,1059
14-04-2017,1322,258,218,1157,722,1697,613,327,1515,911
15-04-2017,2477,1446,248,2090,1416,1550,479,327,1375,934
16-04-2017,1757,800,236,1534,1050,1477,451,340,1309,968
17-04-2017,1175,177,227,1035,684,1104,82,298,980,698
18-04-2017,1393,276,233,1240,741,1246,94,310,1090,696
19-04-2017,1315,232,239,1155,756,1196,91,310,1049,708
20-04-2017,1365,231,233,1193,731,1443,104,335,1287,793
21-04-2017,1594,243,253,1356,972,1658,153,355,1422,1005
22-04-2017,1882,292,252,1577,1289,1949,211,375,1654,1277
23-04-2017,1609,182,239,1386,1135,1683,168,372,1454,1199
24-04-2017,1228,163,226,1115,669,1206,106,321,1063,676
25-04-2017,1311,194,229,1152,737,1239,102,318,1098,707
26-04-2017,1314,197,237,1173,767,1273,98,319,1115,725
27-04-2017,1556,181,247,1371,787,1397,103,335,1214,786
28-04-2017,1645,117,252,1400,989,2091,690,387,1846,960
29-04-2017,2648,1221,263,2266,1526,1990,225,389,1681,1293
30-04-2017,1177,87,192,1026,707,1924,222,382,1629,1356
